Category,Brand,Ordered_total,Orders_total_dynamics,Products_ordered,Average_price,Average_price_dynamics,Number_of_sellers,Number_of_clusters,Redeemed_orders_share,Share_in_category
Accessories_for_Disabled_People,Vermeiren,1134896,3.38,77,14739,-0.03,2,16,0.753,0.001
Accessories_for_Disabled_People,mash-mash,1126106,5.57,764,1474,0.0,6,24,0.836,0.001
Accessories_for_Disabled_People,Veragio,1112140,17.14,866,1284,-0.5,1,23,0.897,0.001
Accessories_for_Disabled_People,большой палец,1107871,0.0,236,4694,0.0,24,15,0.648,0.001
Accessories_for_Disabled_People,HOOJO,1073462,45.54,916,1172,0.07,1,26,0.906,0.001
Accessories_for_Disabled_People,Симс-2,1058070,3.24,243,4354,0.03,12,22,0.84,0.001
Accessories_for_Disabled_People,Medshi,1006220,0.0,918,1096,0.0,1,16,0.875,0.001
Accessories_for_Disabled_People,XO,990942,4.25,475,2086,-0.22,1,23,0.5770000000000001,0.001
Accessories_for_Disabled_People,Nika,982111,8.15,647,1518,0.36,13,24,0.861,0.001
Accessories_for_Disabled_People,HOMELINK,925223,0.0,210,4406,0.0,23,16,0.629,0.001
Accessories_for_Disabled_People,The IDEA,921445,4.06,2334,395,0.05,6,25,0.938,0.001
Accessories_for_Disabled_People,Qodo,891520,0.99,221,4034,-0.09,4,23,0.828,0.001
"Accessories_for_Medical_Equipment,_Appliances,_Devices",Бренд отсутствует,63897353,1.96,98632,648,-0.2,727,30,0.892,0.159
"Accessories_for_Medical_Equipment,_Appliances,_Devices",B.Well,30486887,2.85,37447,814,0.11,45,30,0.929,0.076
"Accessories_for_Medical_Equipment,_Appliances,_Devices",Omron,23285335,2.62,16749,1390,-0.01,39,27,0.915,0.0579999999999999
"Accessories_for_Medical_Equipment,_Appliances,_Devices",SkyMed,19036542,21.87,13169,1446,0.02,1,25,0.918,0.048
"Accessories_for_Medical_Equipment,_Appliances,_Devices",AND,18263167,2.73,14444,1264,0.0,32,28,0.877,0.046
"Accessories_for_Medical_Equipment,_Appliances,_Devices",MED&M,14405864,6.98,28667,503,0.25,1,26,0.92,0.036
"Accessories_for_Medical_Equipment,_Appliances,_Devices",GERMED,14301201,4.8,30626,467,0.24,2,26,0.904,0.036
"Accessories_for_Medical_Equipment,_Appliances,_Devices",Домашний Доктор,12336381,0.0,32242,383,0.0,1,25,0.923,0.031
"Accessories_for_Medical_Equipment,_Appliances,_Devices",Green Medical,12071922,1.49,28684,421,-0.16,1,27,0.892,0.03
"Accessories_for_Medical_Equipment,_Appliances,_Devices",dr.Wagner,10933323,1.28,27822,393,0.03,2,26,0.899,0.027
"Accessories_for_Medical_Equipment,_Appliances,_Devices",ТПФ ПОЛЮС,9132846,0.0,742,12308,0.0,1,16,0.8690000000000001,0.023
"Accessories_for_Medical_Equipment,_Appliances,_Devices",ВИТАФОН,8083695,4.22,2573,3142,0.26,2,23,0.938,0.02
"Accessories_for_Medical_Equipment,_Appliances,_Devices",wikiVET,8064850,2.09,4485,1798,0.25,1,23,0.903,0.02
"Accessories_for_Medical_Equipment,_Appliances,_Devices",Revyline,7810636,4.3,7340,1064,0.29,15,29,0.903,0.019
"Accessories_for_Medical_Equipment,_Appliances,_Devices",Schneiden,7290990,0.0,14503,503,0.0,1,25,0.912,0.018
"Accessories_for_Medical_Equipment,_Appliances,_Devices",Армед,7263834,1.49,6861,1059,0.44,15,25,0.899,0.018
"Accessories_for_Medical_Equipment,_Appliances,_Devices",Исток-Аудио,7106872,2.37,14109,504,-0.06,12,23,0.944,0.018
"Accessories_for_Medical_Equipment,_Appliances,_Devices",h2ofloss,5137114,4.97,11714,439,0.07,9,28,0.921,0.013
"Accessories_for_Medical_Equipment,_Appliances,_Devices",Адъютор,5096958,2.08,10276,496,-0.03,25,27,0.913,0.013
"Accessories_for_Medical_Equipment,_Appliances,_Devices",Little Doctor,5045932,2.28,7100,711,0.01,42,25,0.885,0.013
"Accessories_for_Medical_Equipment,_Appliances,_Devices",ЗМО Янтарь,3908871,1.97,8763,446,0.08,1,26,0.908,0.01
"Accessories_for_Medical_Equipment,_Appliances,_Devices",diabet-aksessuar,3864591,0.82,4554,849,0.07,5,25,0.905,0.01
"Accessories_for_Medical_Equipment,_Appliances,_Devices",Retorsa,3863103,2.45,2955,1307,0.01,1,26,0.878,0.01
"Accessories_for_Medical_Equipment,_Appliances,_Devices",Роспромус,3678924,728.8,3407,1080,-0.36,1,25,0.897,0.009
"Accessories_for_Medical_Equipment,_Appliances,_Devices",Microlife,3440307,0.84,3190,1078,0.25,16,25,0.883,0.009
"Accessories_for_Medical_Equipment,_Appliances,_Devices",ТехСервис,3402433,5.73,988,3444,0.13,4,23,0.866,0.008
"Accessories_for_Medical_Equipment,_Appliances,_Devices",Axon,3030613,0.0,1930,1570,0.0,3,22,0.945,0.008
"Accessories_for_Medical_Equipment,_Appliances,_Devices",Widex,2862086,3.56,3561,804,0.01,6,23,0.966,0.0069999999999999
"Accessories_for_Medical_Equipment,_Appliances,_Devices",Jetpik,2805809,1.81,2578,1088,0.13,2,27,0.951,0.0069999999999999
"Accessories_for_Medical_Equipment,_Appliances,_Devices",MediTech,2803640,2.67,5692,493,0.05,10,24,0.912,0.0069999999999999
"Accessories_for_Medical_Equipment,_Appliances,_Devices",LymphaNorm,2596625,1.22,142,18286,0.08,1,21,0.725,0.006
"Accessories_for_Medical_Equipment,_Appliances,_Devices",MEGI,2386455,0.0,756,3157,0.0,2,17,0.8959999999999999,0.006
"Accessories_for_Medical_Equipment,_Appliances,_Devices",Oral-B,2379843,2.22,735,3238,0.31,12,26,0.928,0.006
"Accessories_for_Medical_Equipment,_Appliances,_Devices",Panasonic,2172069,6.21,1363,1594,-0.16,12,27,0.934,0.005
"Accessories_for_Medical_Equipment,_Appliances,_Devices",Fix-Patch,2170829,2.61,5669,383,0.07,2,23,0.953,0.005
"Accessories_for_Medical_Equipment,_Appliances,_Devices",Xiaomi,2110173,4.64,2364,893,-0.48,54,25,0.835,0.005
"Accessories_for_Medical_Equipment,_Appliances,_Devices",WaterPik,1919250,4.24,794,2417,-0.22,9,23,0.932,0.005
"Accessories_for_Medical_Equipment,_Appliances,_Devices",MedFlex,1803317,0.0,4890,369,0.0,1,23,0.928,0.005
"Accessories_for_Medical_Equipment,_Appliances,_Devices",Dr.Starsky,1699416,26.74,4598,370,-0.23,1,25,0.905,0.004
"Accessories_for_Medical_Equipment,_Appliances,_Devices",Kawe,1578243,5.69,493,3201,0.53,7,23,0.913,0.004
"Accessories_for_Medical_Equipment,_Appliances,_Devices",Waterpik Inc,1446150,5.1,764,1893,0.34,9,22,0.901,0.004
"Accessories_for_Medical_Equipment,_Appliances,_Devices",Aurica,1440220,4.28,1520,948,0.15,10,23,0.911,0.004
"Accessories_for_Medical_Equipment,_Appliances,_Devices",Med-Mos,1410935,15.67,295,4783,-0.89,3,19,0.8,0.004
"Accessories_for_Medical_Equipment,_Appliances,_Devices",МирСтом,1236288,0.0,393,3146,0.0,2,16,0.847,0.003
"Accessories_for_Medical_Equipment,_Appliances,_Devices",Медплант,1224920,2.83,525,2333,-0.22,2,24,0.907,0.003
"Accessories_for_Medical_Equipment,_Appliances,_Devices",Витафон,1214505,5.53,630,1928,0.1,5,23,0.921,0.003
"Accessories_for_Medical_Equipment,_Appliances,_Devices",PECHAM,1175934,2.32,1955,602,0.17,2,25,0.925,0.003
"Accessories_for_Medical_Equipment,_Appliances,_Devices",ФИЗИОСФЕРА,1167254,16.83,1315,888,0.0,1,25,0.933,0.003
"Accessories_for_Medical_Equipment,_Appliances,_Devices",Accu-Chek,1163398,62.48,514,2263,-0.51,5,18,0.815,0.003
"Accessories_for_Medical_Equipment,_Appliances,_Devices",Мегидез,1084648,11.11,402,2698,0.32,2,21,0.861,0.003
"Accessories_for_Medical_Equipment,_Appliances,_Devices",АБАКТУМ,1025189,3.7,2090,491,0.01,1,22,0.973,0.003
"Accessories_for_Medical_Equipment,_Appliances,_Devices",CS Medica,973923,2.41,877,1111,0.17,21,25,0.888,0.002
"Accessories_for_Medical_Equipment,_Appliances,_Devices",DiaMarka,963247,1.82,540,1784,0.01,1,23,0.909,0.002
"Accessories_for_Medical_Equipment,_Appliances,_Devices",OEM,887764,2.17,1951,455,0.05,2,25,0.872,0.002
"Accessories_for_Medical_Equipment,_Appliances,_Devices",Xiamen,823153,8.27,175,4704,0.06,3,21,0.926,0.002
"Accessories_for_Medical_Equipment,_Appliances,_Devices",Nissei,812052,2.44,675,1203,-0.03,7,22,0.892,0.002
"Accessories_for_Medical_Equipment,_Appliances,_Devices",Aquajet,794001,4.57,1793,443,-0.09,7,26,0.93,0.002
"Accessories_for_Medical_Equipment,_Appliances,_Devices",Donfeel,775729,2.1,1344,577,0.1,4,25,0.93,0.002
"Accessories_for_Medical_Equipment,_Appliances,_Devices",Careproff,729263,0.0,2213,330,0.0,1,17,0.949,0.002
"Accessories_for_Medical_Equipment,_Appliances,_Devices",Graft,722146,0.0,103,7011,0.0,1,16,0.8740000000000001,0.002
"Accessories_for_Medical_Equipment,_Appliances,_Devices",ДиаNika,701322,8.6,1500,468,0.04,1,22,0.7809999999999999,0.002
"Accessories_for_Medical_Equipment,_Appliances,_Devices",Contacare,699425,0.0,325,2152,0.0,1,24,0.954,0.002
"Accessories_for_Medical_Equipment,_Appliances,_Devices",Incidental,664426,4.06,364,1825,0.17,4,20,0.907,0.002
"Accessories_for_Medical_Equipment,_Appliances,_Devices",Phonak,661469,3.67,455,1454,0.14,4,23,0.943,0.002
"Accessories_for_Medical_Equipment,_Appliances,_Devices",Apexmed,657647,20.32,1275,516,0.04,2,23,0.922,0.002
"Accessories_for_Medical_Equipment,_Appliances,_Devices",Audifon,638075,2.73,115,5548,0.69,4,21,0.93,0.002
"Accessories_for_Medical_Equipment,_Appliances,_Devices",Hobbity,564465,0.0,1992,283,0.0,1,18,0.942,0.001
"Accessories_for_Medical_Equipment,_Appliances,_Devices",meltbox,563853,89.67,1614,349,0.46,4,25,0.903,0.001
"Accessories_for_Medical_Equipment,_Appliances,_Devices",OMIOTTON waterflosser,554300,1.68,496,1118,-0.4,1,24,0.909,0.001
"Accessories_for_Medical_Equipment,_Appliances,_Devices",Промет,531149,25.57,107,4964,-0.01,3,13,0.7759999999999999,0.001
"Accessories_for_Medical_Equipment,_Appliances,_Devices",4SKINcare,513768,0.58,708,726,0.09,1,23,0.956,0.001
"Accessories_for_Medical_Equipment,_Appliances,_Devices",CUTTERS PRO,507246,6.56,771,658,0.24,1,25,0.905,0.001
"Accessories_for_Medical_Equipment,_Appliances,_Devices",SERITEL,474025,0.0,397,1194,0.0,1,17,0.95,0.001
"Accessories_for_Medical_Equipment,_Appliances,_Devices",Медтехника СПб,470261,0.0,40,11757,0.0,1,6,0.925,0.001
"Accessories_for_Medical_Equipment,_Appliances,_Devices",BMGRUP,459199,1.4,1820,252,0.28,1,23,0.945,0.001
"Accessories_for_Medical_Equipment,_Appliances,_Devices",Nara Co,458085,4.74,1090,420,-0.2,1,24,0.937,0.001
"Accessories_for_Medical_Equipment,_Appliances,_Devices",СВЕДИКА,448772,31.08,1752,256,0.04,1,23,0.949,0.001
"Accessories_for_Medical_Equipment,_Appliances,_Devices",Stoewer,434199,40.0,440,987,0.03,1,23,0.936,0.001
"Accessories_for_Medical_Equipment,_Appliances,_Devices",CATTANI S.p.A.,425234,0.0,856,497,0.0,1,16,0.97,0.001
"Accessories_for_Medical_Equipment,_Appliances,_Devices",Аура звуков,423021,11.63,754,561,0.56,1,22,0.95,0.001
"Accessories_for_Medical_Equipment,_Appliances,_Devices",Ореол,403057,0.0,904,446,0.0,1,19,0.885,0.001
"Accessories_for_Medical_Equipment,_Appliances,_Devices",Hipo,402045,0.0,968,415,0.0,1,22,0.928,0.001
"Accessories_for_Medical_Equipment,_Appliances,_Devices",Philips,388569,3.88,192,2024,-0.54,26,19,0.8540000000000001,0.001
"Accessories_for_Medical_Equipment,_Appliances,_Devices",Ivoclar-Vivadent,387799,0.0,54,7181,0.0,1,14,0.944,0.001
"Accessories_for_Medical_Equipment,_Appliances,_Devices",VilSai,382905,0.0,344,1113,0.0,1,17,0.942,0.001
"Accessories_for_Medical_Equipment,_Appliances,_Devices",Bowa,377861,0.0,33,11450,0.0,1,5,0.97,0.001
"Accessories_for_Medical_Equipment,_Appliances,_Devices",КРОНТ,375842,0.0,1328,283,0.0,2,19,0.91,0.001
"Accessories_for_Medical_Equipment,_Appliances,_Devices",noname,374797,0.0,14,26771,0.0,1,8,0.857,0.001
"Accessories_for_Medical_Equipment,_Appliances,_Devices",Azdent,352972,0.0,461,766,0.0,2,21,0.846,0.001
"Accessories_for_Medical_Equipment,_Appliances,_Devices",МЕДКОМ,348359,28.27,25,13934,0.17,1,12,0.8,0.001
"Accessories_for_Medical_Equipment,_Appliances,_Devices",MELT,348285,18.59,1194,292,0.38,1,22,0.912,0.001
"Accessories_for_Medical_Equipment,_Appliances,_Devices",MTR+,347004,2.28,108,3213,0.49,2,18,0.898,0.001
"Accessories_for_Medical_Equipment,_Appliances,_Devices",Медтехника,346701,2.87,129,2688,0.92,2,17,0.7909999999999999,0.001
"Accessories_for_Medical_Equipment,_Appliances,_Devices",BMG,345023,2.56,883,391,0.0,1,24,0.923,0.001
"Accessories_for_Medical_Equipment,_Appliances,_Devices",РОВЛАКС,344719,0.67,1662,207,0.06,1,22,0.948,0.001
"Accessories_for_Medical_Equipment,_Appliances,_Devices",NeoHealth,332646,1.01,194,1715,0.05,2,20,0.918,0.001
"Accessories_for_Medical_Equipment,_Appliances,_Devices",Arinnika,325028,2.14,381,853,0.08,1,22,0.885,0.001
"Accessories_for_Medical_Equipment,_Appliances,_Devices",Кристидент,320156,3.66,254,1260,0.06,2,22,0.976,0.001
"Accessories_for_Medical_Equipment,_Appliances,_Devices",Masimo,318954,160.5,15,21264,9.77,3,8,0.867,0.001
"Accessories_for_Medical_Equipment,_Appliances,_Devices",ORGULOBO,318003,63.32,344,924,-0.07,2,21,0.933,0.001
Access_Panel,Хаммер,221177214,1.35,39284,5630,0.1,28,30,0.848,0.159
Access_Panel,Х ЛЮКи,107231996,1.6,16677,6430,0.07,2,30,0.84,0.077
Access_Panel,Рязанский Завод Люков ДУГА,82600951,0.8,13972,5912,0.01,12,27,0.82,0.059
Access_Panel,Лючки.рф,79626745,0.79,8131,9793,0.08,14,26,0.825,0.057
Access_Panel,Бренд отсутствует,76083684,1.57,28996,2624,1.34,225,29,0.7959999999999999,0.055
Access_Panel,ВИЗИОНЕР,74274799,0.53,32913,2257,0.2,11,28,0.841,0.053
Access_Panel,ЛючкиБел,66568539,1.29,11096,5999,0.33,1,24,0.856,0.048
Access_Panel,ПРАКТИКА,61606574,-0.19,5556,11088,0.15,37,26,0.8220000000000001,0.044
Access_Panel,SHAGMA,60050916,0.65,2241,26796,0.31,10,27,0.835,0.043
Access_Panel,ЭВЕНТ,59951650,0.07,23536,2547,0.14,27,28,0.815,0.043
Access_Panel,DK,54731844,1.27,4329,12643,-0.13,2,26,0.892,0.039
Access_Panel,Lukoff,30716027,0.64,3626,8471,0.2,3,24,0.848,0.022
Access_Panel,ЛюкПрофСервис,30060824,1.17,1663,18076,0.41,1,25,0.888,0.022
Access_Panel,Polimer Group,28175136,0.35,2272,12401,0.25,8,25,0.901,0.02
Access_Panel,Evecs,27254631,4.34,31188,874,0.21,35,28,0.8490000000000001,0.02
Access_Panel,EXPERT DECORA,26805005,1.73,13216,2028,0.35,3,29,0.84,0.019
Access_Panel,LYUKER,26166075,11.79,4838,5408,0.04,13,28,0.794,0.019
Access_Panel,Revizzona,24624574,-0.08,2912,8456,0.18,3,26,0.8909999999999999,0.018
Access_Panel,НАШИ ЛЮКИ,23147513,5.3,5637,4106,0.13,2,27,0.818,0.017
Access_Panel,Revizor,19727481,0.85,4988,3955,0.03,10,29,0.772,0.0139999999999999
Access_Panel,Фабрика люков,18168774,2.26,14822,1226,-0.63,2,27,0.8220000000000001,0.013
Access_Panel,Практика Плюс,16388635,0.0,1467,11172,0.0,2,20,0.846,0.012
Access_Panel,Promlyuk,16231763,-0.59,4884,3323,0.58,5,28,0.588,0.012
Access_Panel,"ППК ""Практика""",14340113,0.01,1193,12020,0.24,23,25,0.8240000000000001,0.01
Access_Panel,Премиум-Люки,12936696,0.0,930,13910,0.0,1,17,0.897,0.009
Access_Panel,ВИЕНТО,11596924,2.26,18098,641,0.08,21,26,0.847,0.008
Access_Panel,ЛЮККИР,10864742,1.52,3913,2777,0.2,3,24,0.7040000000000001,0.008
Access_Panel,KRAFT,6494544,0.22,4414,1471,0.5,1,25,0.8420000000000001,0.005
Access_Panel,ВентДом,6393720,0.26,1876,3408,0.13,2,24,0.841,0.005
Access_Panel,Люкер,5885649,0.72,997,5903,0.27,8,25,0.767,0.004
Access_Panel,НеоКомпозит,5269541,4.38,3010,1751,0.02,4,25,0.901,0.004
Access_Panel,Люки Маркет,5204407,11.28,605,8602,0.06,1,17,0.917,0.004
Access_Panel,Дышать Легко,4942344,0.0,1636,3021,0.0,2,25,0.8340000000000001,0.004
Access_Panel,РодфеР,4670900,26.52,2885,1619,0.41,4,25,0.851,0.003
Access_Panel,ЭкоЛайн,4341154,0.0,878,4944,0.0,1,20,0.865,0.003
Access_Panel,Шамрай,3916897,3.76,3360,1166,0.24,4,25,0.7040000000000001,0.003
Access_Panel,Экопром,3492593,2.01,264,13230,0.64,6,20,0.86,0.003
Access_Panel,Евроформат,3195988,6.26,313,10211,0.11,2,19,0.7509999999999999,0.002
Access_Panel,FORMAT Interior,2987665,1.05,205,14574,0.01,2,19,0.893,0.002
Access_Panel,Надежные люки,2761702,0.0,188,14690,0.0,4,15,0.835,0.002
Access_Panel,REVLUK,2668762,-0.14,640,4170,0.62,2,22,0.8170000000000001,0.002
Access_Panel,ALKRAFT,2663132,0.09,553,4816,0.09,7,24,0.8029999999999999,0.002
Access_Panel,Железные Технологии,2498689,-0.87,435,5744,0.19,1,15,0.8759999999999999,0.002
Access_Panel,РВС,2229382,0.96,5792,385,-0.09,7,26,0.835,0.002
Access_Panel,Лючков,2193353,0.0,377,5818,0.0,1,17,0.809,0.002
Access_Panel,Event,2101246,29.94,1645,1277,0.07,2,25,0.838,0.002
Access_Panel,ПК Хаммер,1895792,-0.05,406,4669,-0.1,5,23,0.867,0.001
Access_Panel,МультимирПласт,1830728,43.34,5807,315,-0.06,2,25,0.855,0.001
Access_Panel,ВС-ГРУПП,1822034,-0.87,491,3711,0.1,3,24,0.857,0.001
Access_Panel,ArteLUK,1750993,-0.26,201,8711,0.05,2,23,0.736,0.001
Access_Panel,Делайт,1749789,-0.76,358,4888,0.54,4,21,0.8440000000000001,0.001
Access_Panel,Уборка в радость,1716693,-0.11,607,2828,-0.25,1,24,0.825,0.001
Access_Panel,Экраны-люки,1716369,0.39,369,4651,-0.48,1,19,0.653,0.001
Access_Panel,NONAME,1603123,244.28,1485,1080,0.49,6,24,0.8809999999999999,0.001
Access_Panel,Awenta,1425882,-0.43,4674,305,-0.08,5,26,0.913,0.001
Access_Panel,Zein,1412844,-0.24,2598,544,0.19,11,25,0.826,0.001
Access_Panel,UNISTRADE,1221055,0.0,119,10261,0.0,3,14,0.7559999999999999,0.001
Access_Panel,Удачный сезон,1111548,-0.21,122,9111,0.45,4,17,0.918,0.001
Access_Panel,Sanel,1027860,0.9,642,1601,0.25,1,23,0.8270000000000001,0.001
Access_Panel,Левша,970295,3.17,413,2349,0.17,1,24,0.845,0.001
Access_Panel,Simon,917980,1.64,192,4781,0.22,1,15,0.8540000000000001,0.001
Access_Panel,RussoLift,832865,8.46,1088,766,0.05,2,24,0.857,0.001
Access_Panel,Башполимер,780428,-0.01,396,1971,0.13,3,24,0.742,0.001
Access_Panel,КосмоВент,641662,-0.38,1234,520,0.22,11,24,0.8370000000000001,0.0
Access_Panel,Casseton,593804,0.53,31,19155,0.04,1,10,0.742,0.0
Access_Panel,Auramax,508797,1.97,592,859,0.23,11,25,0.845,0.0
Access_Panel,МЕЗОНИН,458005,-0.81,367,1248,0.38,2,25,0.779,0.0
Access_Panel,Viento,456489,1.86,719,635,-0.06,5,24,0.8,0.0
Access_Panel,TDM Electric,456439,-0.21,619,737,0.42,13,26,0.8420000000000001,0.0
Access_Panel,ВЕНЧУР Вентсистемы,418941,0.0,28,14962,0.0,1,8,0.7859999999999999,0.0
Access_Panel,SMS,401492,-0.27,216,1859,0.05,2,24,0.778,0.0
Access_Panel,ЭкономКомпозит,396152,0.0,201,1971,0.0,2,16,0.836,0.0
Access_Panel,Мега Вуд,372777,-0.07,91,4096,0.2,1,15,0.429,0.0
Access_Panel,ERA,366732,0.17,800,458,-0.16,7,22,0.861,0.0
Access_Panel,MAGTRADE,363879,-0.04,362,1005,0.38,1,24,0.8340000000000001,0.0
Access_Panel,НИПОСТ,355790,0.0,198,1797,0.0,2,15,0.904,0.0
Access_Panel,EKF,344872,0.16,400,862,0.32,5,22,0.873,0.0
Access_Panel,AirRoxy,289301,-0.51,220,1315,0.01,4,22,0.8140000000000001,0.0
Access_Panel,ЛСИС,287595,0.83,130,2212,-0.41,11,16,0.792,0.0
Access_Panel,РостОК,260852,0.0,15,17390,0.0,1,4,0.8,0.0
Access_Panel,Flamenco,222394,3.71,32,6950,0.33,1,10,0.7190000000000001,0.0
Access_Panel,Деметра,167500,-0.29,46,3641,-0.04,1,14,0.63,0.0
Access_Panel,Политэк,165698,-0.22,275,603,0.02,4,22,0.68,0.0
Access_Panel,ЛючОк,156165,2.68,111,1407,-0.14,2,12,0.82,0.0
Access_Panel,MASTER VENT,140858,-0.5,35,4025,0.27,1,14,0.6,0.0
Access_Panel,DKC,126499,60.11,19,6658,18.3,1,3,0.895,0.0
Access_Panel,САНТЕХ-09,120999,-0.46,76,1592,-0.06,1,16,0.816,0.0
Access_Panel,Rostok,116200,0.0,8,14525,0.0,2,3,1.0,0.0
Access_Panel,ecoplast,103353,-0.02,14,7382,0.4,3,3,1.0,0.0
Access_Panel,Воздух,102395,0.37,131,782,0.48,7,20,0.779,0.0
Access_Panel,VENTY,94500,-0.69,72,1313,-0.17,1,13,0.833,0.0
Access_Panel,Dospel,92521,-0.53,50,1850,1.52,2,13,0.82,0.0
Access_Panel,ERA,86141,-0.34,72,1196,0.54,4,16,0.625,0.0
Access_Panel,ЛЮКИ ПРАКТИКА,84612,0.0,8,10577,0.0,5,5,0.625,0.0
Access_Panel,ZEVS,82587,-0.59,5,16517,0.14,1,3,0.4,0.0
Access_Panel,SPL,73026,4.78,106,689,-0.67,1,10,0.736,0.0
Access_Panel,RUVINIL,70728,0.0,117,605,0.0,1,13,0.872,0.0
Access_Panel,ВаВент,55559,0.0,83,669,0.0,1,13,0.928,0.0
Access_Panel,Legrand,54612,-0.13,4,13653,0.73,2,3,0.5,0.0
Access_Panel,Лидер-сантехника,54284,0.0,39,1392,0.0,1,8,0.769,0.0
Additional_Warranty,Philips Sonicare,3353,4.24,12,279,-0.56,1,6,0.667,0.667
Additional_Warranty,Бренд отсутствует,1672,0.34,15,111,0.16,2,11,1.0,0.3329999999999999
Aesthetic_╨бosmetology,Бренд отсутствует,1645821,9.1,417,3947,0.14,2,27,0.8059999999999999,0.446
Aesthetic_╨бosmetology,Princess,546023,7.42,97,5629,-0.05,2,19,0.67,0.148
Aesthetic_╨бosmetology,Intrarich,395994,14.17,177,2237,0.11,2,21,0.7509999999999999,0.107
Aesthetic_╨бosmetology,VL26G,394021,-0.35,21,18763,0.36,1,7,0.905,0.107
